id,identifier,category_id,cost,fling_power,fling_effect_id,name,short_effect,effect
1233,tr45,37,10000,90,,TR45,,
1234,tr46,37,4000,10,,TR46,,
1235,tr47,37,6000,80,,TR47,,
1236,tr48,37,4000,10,,TR48,,
1237,tr49,37,4000,10,,TR49,,
1238,tr50,37,10000,90,,TR50,,
1239,tr51,37,4000,10,,TR51,,
1240,tr52,37,6000,10,,TR52,,
1241,tr53,37,16000,120,,TR53,,
1242,tr54,37,4000,10,,TR54,,
1243,tr55,37,16000,120,,TR55,,
1244,tr56,37,6000,80,,TR56,,
1245,tr57,37,6000,80,,TR57,,
1246,tr58,37,6000,80,,TR58,,
1247,tr59,37,6000,80,,TR59,,
1248,tr60,37,6000,80,,TR60,,
1249,tr61,37,10000,90,,TR61,,
1250,tr62,37,6000,85,,TR62,,
1251,tr63,37,6000,80,,TR63,,
1252,tr64,37,16000,120,,TR64,,
1253,tr65,37,10000,90,,TR65,,
1254,tr66,37,16000,120,,TR66,,
1255,tr67,37,10000,90,,TR67,,
1256,tr68,37,4000,10,,TR68,,
1257,tr69,37,6000,80,,TR69,,
1258,tr70,37,10000,80,,TR70,,
1259,tr71,37,16000,130,,TR71,,
1260,tr72,37,16000,120,,TR72,,
1261,tr73,37,16000,120,,TR73,,
1262,tr74,37,10000,80,,TR74,,
1263,tr75,37,16000,100,,TR75,,
1264,tr76,37,6000,10,,TR76,,
1265,tr77,37,6000,10,,TR77,,
1266,tr78,37,10000,95,,TR78,,
1267,tr79,37,6000,10,,TR79,,
1268,tr80,37,6000,10,,TR80,,
1269,tr81,37,6000,95,,TR81,,
1270,tr82,37,4000,20,,TR82,,
1271,tr83,37,4000,10,,TR83,,
1272,tr84,37,6000,80,,TR84,,
1273,tr85,37,2000,10,,TR85,,
1274,tr86,37,10000,90,,TR86,,
1275,tr87,37,6000,80,,TR87,,
1276,tr88,37,6000,10,,TR88,,
1277,tr89,37,16000,110,,TR89,,
1278,tr90,37,10000,90,,TR90,,
1279,tr91,37,4000,10,,TR91,,
1280,tr92,37,6000,80,,TR92,,
1281,tr93,37,10000,85,,TR93,,
1282,tr94,37,10000,95,,TR94,,
1283,tr95,37,6000,80,,TR95,,
1284,tr96,37,10000,90,,TR96,,
1285,tr97,37,10000,85,,TR97,,
1286,tr98,37,6000,85,,TR98,,
1287,tr99,37,6000,80,,TR99,,
1288,tm00,37,10000,,,TM00,,
1289,lonely-mint,50,20,10,,Lonely Mint,,
1290,adamant-mint,50,20,10,,Adamant Mint,,
1291,naughty-mint,50,20,10,,Naughty Mint,,
1292,brave-mint,50,20,10,,Brave Mint,,
1293,bold-mint,50,20,10,,Bold Mint,,
1294,impish-mint,50,20,10,,Impish Mint,,
1295,lax-mint,50,20,10,,Lax Mint,,
1296,relaxed-mint,50,20,10,,Relaxed Mint,,
1297,modest-mint,50,20,10,,Modest Mint,,
1298,mild-mint,50,20,10,,Mild Mint,,
1299,rash-mint,50,20,10,,Rash Mint,,
1300,quiet-mint,50,20,10,,Quiet Mint,,
1301,calm-mint,50,20,10,,Calm Mint,,
1302,gentle-mint,50,20,10,,Gentle Mint,,
1303,careful-mint,50,20,10,,Careful Mint,,
1304,sassy-mint,50,20,10,,Sassy Mint,,
1305,timid-mint,50,20,10,,Timid Mint,,
1306,hasty-mint,50,20,10,,Hasty Mint,,
1307,jolly-mint,50,20,10,,Jolly Mint,,
1308,naive-mint,50,20,10,,Naive Mint,,
1309,serious-mint,50,20,10,,Serious Mint,,
1310,wishing-piece,9,20,50,,Wishing Piece,,
1311,cracked-pot,10,1600,80,,Cracked Pot,,
1312,chipped-pot,10,38000,80,,Chipped Pot,,
1313,hi-tech-earbuds,21,0,,,Hi-tech Earbuds,,
1314,fruit-bunch,51,2200,10,,Fruit Bunch,,
1315,moomoo-cheese,51,2200,20,,Moomoo Cheese,,
1316,spice-mix,51,400,50,,Spice Mix,,
1317,fresh-cream,51,950,10,,Fresh Cream,,
1318,packaged-curry,51,950,10,,Packaged Curry,,
1319,coconut-milk,51,950,10,,Coconut Milk,,
1320,instant-noodles,51,150,10,,Instant Noodles,,
1321,precooked-burger,51,150,10,,Precooked Burger,,
1322,gigantamix,51,15000,50,,Gigantamix,,
1323,wishing-chip,23,0,,,Wishing Chip,,
1324,rotom-bike--water-mode,23,0,,,Rotom Bike,,
1325,catching-charm,21,0,,,Catching Charm,,
1326,old-letter,22,0,,,Old Letter,,
1327,band-autograph,23,0,,,Band Autograph,,
1328,sonias-book,22,0,,,Sonia’s Book,,
1329,rotom-catalog,21,0,,,Rotom Catalog,,
1330,dynamax-crystal-and458,49,20,,,★And458,,
1331,dynamax-crystal-and15,49,20,,,★And15,,
1332,dynamax-crystal-and337,49,20,,,★And337,,
1333,dynamax-crystal-and603,49,20,,,★And603,,
1334,dynamax-crystal-and390,49,20,,,★And390,,
1335,dynamax-crystal-sgr6879,49,20,,,★Sgr6879,,
1336,dynamax-crystal-sgr6859,49,20,,,★Sgr6859,,
1337,dynamax-crystal-sgr6913,49,20,,,★Sgr6913,,
1338,dynamax-crystal-sgr7348,49,20,,,★Sgr7348,,
1339,dynamax-crystal-sgr7121,49,20,,,★Sgr7121,,
1340,dynamax-crystal-sgr6746,49,20,,,★Sgr6746,,
1341,dynamax-crystal-sgr7194,49,20,,,★Sgr7194,,
1342,dynamax-crystal-sgr7337,49,20,,,★Sgr7337,,
1343,dynamax-crystal-sgr7343,49,20,,,★Sgr7343,,
1344,dynamax-crystal-sgr6812,49,20,,,★Sgr6812,,
1345,dynamax-crystal-sgr7116,49,20,,,★Sgr7116,,
1346,dynamax-crystal-sgr7264,49,20,,,★Sgr7264,,
1347,dynamax-crystal-sgr7597,49,20,,,★Sgr7597,,
1348,dynamax-crystal-del7882,49,20,,,★Del7882,,
1349,dynamax-crystal-del7906,49,20,,,★Del7906,,
1350,dynamax-crystal-del7852,49,20,,,★Del7852,,
1351,dynamax-crystal-psc596,49,20,,,★Psc596,,
1352,dynamax-crystal-psc361,49,20,,,★Psc361,,
1353,dynamax-crystal-psc510,49,20,,,★Psc510,,
1354,dynamax-crystal-psc437,49,20,,,★Psc437,,
1355,dynamax-crystal-psc8773,49,20,,,★Psc8773,,
1356,dynamax-crystal-lep1865,49,20,,,★Lep1865,,
1357,dynamax-crystal-lep1829,49,20,,,★Lep1829,,
1358,dynamax-crystal-boo5340,49,20,,,★Boo5340,,
1359,dynamax-crystal-boo5506,49,20,,,★Boo5506,,
1360,dynamax-crystal-boo5435,49,20,,,★Boo5435,,
1361,dynamax-crystal-boo5602,49,20,,,★Boo5602,,
1362,dynamax-crystal-boo5733,49,20,,,★Boo5733,,
1363,dynamax-crystal-boo5235,49,20,,,★Boo5235,,
1364,dynamax-crystal-boo5351,49,20,,,★Boo5351,,
1365,dynamax-crystal-hya3748,49,20,,,★Hya3748,,
1366,dynamax-crystal-hya3903,49,20,,,★Hya3903,,
1367,dynamax-crystal-hya3418,49,20,,,★Hya3418,,
1368,dynamax-crystal-hya3482,49,20,,,★Hya3482,,
1369,dynamax-crystal-hya3845,49,20,,,★Hya3845,,
1370,dynamax-crystal-eri1084,49,20,,,★Eri1084,,
1371,dynamax-crystal-eri472,49,20,,,★Eri472,,
1372,dynamax-crystal-eri1666,49,20,,,★Eri1666,,
1373,dynamax-crystal-eri897,49,20,,,★Eri897,,
1374,dynamax-crystal-eri1231,49,20,,,★Eri1231,,
1375,dynamax-crystal-eri874,49,20,,,★Eri874,,
1376,dynamax-crystal-eri1298,49,20,,,★Eri1298,,
1377,dynamax-crystal-eri1325,49,20,,,★Eri1325,,
1378,dynamax-crystal-eri984,49,20,,,★Eri984,,
1379,dynamax-crystal-eri1464,49,20,,,★Eri1464,,
1380,dynamax-crystal-eri1393,49,20,,,★Eri1393,,
1381,dynamax-crystal-eri850,49,20,,,★Eri850,,
1382,dynamax-crystal-tau1409,49,20,,,★Tau1409,,
1383,dynamax-crystal-tau1457,49,20,,,★Tau1457,,
1384,dynamax-crystal-tau1165,49,20,,,★Tau1165,,
1385,dynamax-crystal-tau1791,49,20,,,★Tau1791,,
1386,dynamax-crystal-tau1910,49,20,,,★Tau1910,,
1387,dynamax-crystal-tau1346,49,20,,,★Tau1346,,
1388,dynamax-crystal-tau1373,49,20,,,★Tau1373,,
1389,dynamax-crystal-tau1412,49,20,,,★Tau1412,,
1390,dynamax-crystal-cma2491,49,20,,,★CMa2491,,
1391,dynamax-crystal-cma2693,49,20,,,★CMa2693,,
1392,dynamax-crystal-cma2294,49,20,,,★CMa2294,,
1393,dynamax-crystal-cma2827,49,20,,,★CMa2827,,
1394,dynamax-crystal-cma2282,49,20,,,★CMa2282,,
1395,dynamax-crystal-cma2618,49,20,,,★CMa2618,,
1396,dynamax-crystal-cma2657,49,20,,,★CMa2657,,
1397,dynamax-crystal-cma2646,49,20,,,★CMa2646,,
1398,dynamax-crystal-uma4905,49,20,,,★UMa4905,,
1399,dynamax-crystal-uma4301,49,20,,,★UMa4301,,
1400,dynamax-crystal-uma5191,49,20,,,★UMa5191,,
1401,dynamax-crystal-uma5054,49,20,,,★UMa5054,,
1402,dynamax-crystal-uma4295,49,20,,,★UMa4295,,
1403,dynamax-crystal-uma4660,49,20,,,★UMa4660,,
1404,dynamax-crystal-uma4554,49,20,,,★UMa4554,,
1405,dynamax-crystal-uma4069,49,20,,,★UMa4069,,
1406,dynamax-crystal-uma3569,49,20,,,★UMa3569,,
1407,dynamax-crystal-uma3323,49,20,,,★UMa3323,,
1408,dynamax-crystal-uma4033,49,20,,,★UMa4033,,
1409,dynamax-crystal-uma4377,49,20,,,★UMa4377,,
1410,dynamax-crystal-uma4375,49,20,,,★UMa4375,,
1411,dynamax-crystal-uma4518,49,20,,,★UMa4518,,
1412,dynamax-crystal-uma3594,49,20,,,★UMa3594,,
1413,dynamax-crystal-vir5056,49,20,,,★Vir5056,,
1414,dynamax-crystal-vir4825,49,20,,,★Vir4825,,
1415,dynamax-crystal-vir4932,49,20,,,★Vir4932,,
1416,dynamax-crystal-vir4540,49,20,,,★Vir4540,,
1417,dynamax-crystal-vir4689,49,20,,,★Vir4689,,
1418,dynamax-crystal-vir5338,49,20,,,★Vir5338,,
1419,dynamax-crystal-vir4910,49,20,,,★Vir4910,,
1420,dynamax-crystal-vir5315,49,20,,,★Vir5315,,
1421,dynamax-crystal-vir5359,49,20,,,★Vir5359,,
1422,dynamax-crystal-vir5409,49,20,,,★Vir5409,,
1423,dynamax-crystal-vir5107,49,20,,,★Vir5107,,
1424,dynamax-crystal-ari617,49,20,,,★Ari617,,
1425,dynamax-crystal-ari553,49,20,,,★Ari553,,
1426,dynamax-crystal-ari546,49,20,,,★Ari546,,
1427,dynamax-crystal-ari951,49,20,,,★Ari951,,
1428,dynamax-crystal-ori1713,49,20,,,★Ori1713,,
1429,dynamax-crystal-ori2061,49,20,,,★Ori2061,,
1430,dynamax-crystal-ori1790,49,20,,,★Ori1790,,
1431,dynamax-crystal-ori1903,49,20,,,★Ori1903,,
1432,dynamax-crystal-ori1948,49,20,,,★Ori1948,,
1433,dynamax-crystal-ori2004,49,20,,,★Ori2004,,
1434,dynamax-crystal-ori1852,49,20,,,★Ori1852,,
1435,dynamax-crystal-ori1879,49,20,,,★Ori1879,,
1436,dynamax-crystal-ori1899,49,20,,,★Ori1899,,
1437,dynamax-crystal-ori1543,49,20,,,★Ori1543,,
1438,dynamax-crystal-cas21,49,20,,,★Cas21,,
1439,dynamax-crystal-cas168,49,20,,,★Cas168,,
1440,dynamax-crystal-cas403,49,20,,,★Cas403,,
1441,dynamax-crystal-cas153,49,20,,,★Cas153,,
1442,dynamax-crystal-cas542,49,20,,,★Cas542,,
1443,dynamax-crystal-cas219,49,20,,,★Cas219,,
1444,dynamax-crystal-cas265,49,20,,,★Cas265,,
1445,dynamax-crystal-cnc3572,49,20,,,★Cnc3572,,
1446,dynamax-crystal-cnc3208,49,20,,,★Cnc3208,,
1447,dynamax-crystal-cnc3461,49,20,,,★Cnc3461,,
1448,dynamax-crystal-cnc3449,49,20,,,★Cnc3449,,
1449,dynamax-crystal-cnc3429,49,20,,,★Cnc3429,,
1450,dynamax-crystal-cnc3627,49,20,,,★Cnc3627,,
1451,dynamax-crystal-cnc3268,49,20,,,★Cnc3268,,
1452,dynamax-crystal-cnc3249,49,20,,,★Cnc3249,,
1453,dynamax-crystal-com4968,49,20,,,★Com4968,,
1454,dynamax-crystal-crv4757,49,20,,,★Crv4757,,
1455,dynamax-crystal-crv4623,49,20,,,★Crv4623,,
1456,dynamax-crystal-crv4662,49,20,,,★Crv4662,,
1457,dynamax-crystal-crv4786,49,20,,,★Crv4786,,
1458,dynamax-crystal-aur1708,49,20,,,★Aur1708,,
1459,dynamax-crystal-aur2088,49,20,,,★Aur2088,,
1460,dynamax-crystal-aur1605,49,20,,,★Aur1605,,
1461,dynamax-crystal-aur2095,49,20,,,★Aur2095,,
1462,dynamax-crystal-aur1577,49,20,,,★Aur1577,,
1463,dynamax-crystal-aur1641,49,20,,,★Aur1641,,
1464,dynamax-crystal-aur1612,49,20,,,★Aur1612,,
1465,dynamax-crystal-pav7790,49,20,,,★Pav7790,,
1466,dynamax-crystal-cet911,49,20,,,★Cet911,,
1467,dynamax-crystal-cet681,49,20,,,★Cet681,,
1468,dynamax-crystal-cet188,49,20,,,★Cet188,,
1469,dynamax-crystal-cet539,49,20,,,★Cet539,,
1470,dynamax-crystal-cet804,49,20,,,★Cet804,,
1471,dynamax-crystal-cep8974,49,20,,,★Cep8974,,
1472,dynamax-crystal-cep8162,49,20,,,★Cep8162,,
1473,dynamax-crystal-cep8238,49,20,,,★Cep8238,,
1474,dynamax-crystal-cep8417,49,20,,,★Cep8417,,
1475,dynamax-crystal-cen5267,49,20,,,★Cen5267,,
1476,dynamax-crystal-cen5288,49,20,,,★Cen5288,,
1477,dynamax-crystal-cen551,49,20,,,★Cen551,,
1478,dynamax-crystal-cen5459,49,20,,,★Cen5459,,
1479,dynamax-crystal-cen5460,49,20,,,★Cen5460,,
1480,dynamax-crystal-cmi2943,49,20,,,★CMi2943,,
1481,dynamax-crystal-cmi2845,49,20,,,★CMi2845,,
1482,dynamax-crystal-equ8131,49,20,,,★Equ8131,,
1483,dynamax-crystal-vul7405,49,20,,,★Vul7405,,
1484,dynamax-crystal-umi424,49,20,,,★UMi424,,
1485,dynamax-crystal-umi5563,49,20,,,★UMi5563,,
1486,dynamax-crystal-umi5735,49,20,,,★UMi5735,,
1487,dynamax-crystal-umi6789,49,20,,,★UMi6789,,
1488,dynamax-crystal-crt4287,49,20,,,★Crt4287,,
1489,dynamax-crystal-lyr7001,49,20,,,★Lyr7001,,
1490,dynamax-crystal-lyr7178,49,20,,,★Lyr7178,,
1491,dynamax-crystal-lyr7106,49,20,,,★Lyr7106,,
1492,dynamax-crystal-lyr7298,49,20,,,★Lyr7298,,
1493,dynamax-crystal-ara6585,49,20,,,★Ara6585,,
1494,dynamax-crystal-sco6134,49,20,,,★Sco6134,,
1495,dynamax-crystal-sco6527,49,20,,,★Sco6527,,
1496,dynamax-crystal-sco6553,49,20,,,★Sco6553,,
1497,dynamax-crystal-sco5953,49,20,,,★Sco5953,,
1498,dynamax-crystal-sco5984,49,20,,,★Sco5984,,
1499,dynamax-crystal-sco6508,49,20,,,★Sco6508,,
1500,dynamax-crystal-sco6084,49,20,,,★Sco6084,,
1501,dynamax-crystal-sco5944,49,20,,,★Sco5944,,
1502,dynamax-crystal-sco6630,49,20,,,★Sco6630,,
1503,dynamax-crystal-sco6027,49,20,,,★Sco6027,,
1504,dynamax-crystal-sco6247,49,20,,,★Sco6247,,
1505,dynamax-crystal-sco6252,49,20,,,★Sco6252,,
1506,dynamax-crystal-sco5928,49,20,,,★Sco5928,,
1507,dynamax-crystal-sco6241,49,20,,,★Sco6241,,
1508,dynamax-crystal-sco6165,49,20,,,★Sco6165,,
1509,dynamax-crystal-tri544,49,20,,,★Tri544,,
1510,dynamax-crystal-leo3982,49,20,,,★Leo3982,,
1511,dynamax-crystal-leo4534,49,20,,,★Leo4534,,
1512,dynamax-crystal-leo4357,49,20,,,★Leo4357,,
1513,dynamax-crystal-leo4057,49,20,,,★Leo4057,,
1514,dynamax-crystal-leo4359,49,20,,,★Leo4359,,
1515,dynamax-crystal-leo4031,49,20,,,★Leo4031,,
1516,dynamax-crystal-leo3852,49,20,,,★Leo3852,,
1517,dynamax-crystal-leo3905,49,20,,,★Leo3905,,
1518,dynamax-crystal-leo3773,49,20,,,★Leo3773,,
1519,dynamax-crystal-gru8425,49,20,,,★Gru8425,,
1520,dynamax-crystal-gru8636,49,20,,,★Gru8636,,
1521,dynamax-crystal-gru8353,49,20,,,★Gru8353,,
1522,dynamax-crystal-lib5685,49,20,,,★Lib5685,,
1523,dynamax-crystal-lib5531,49,20,,,★Lib5531,,
1524,dynamax-crystal-lib5787,49,20,,,★Lib5787,,
1525,dynamax-crystal-lib5603,49,20,,,★Lib5603,,
1526,dynamax-crystal-pup3165,49,20,,,★Pup3165,,
1527,dynamax-crystal-pup3185,49,20,,,★Pup3185,,
1528,dynamax-crystal-pup3045,49,20,,,★Pup3045,,
1529,dynamax-crystal-cyg7924,49,20,,,★Cyg7924,,
1530,dynamax-crystal-cyg7417,49,20,,,★Cyg7417,,
1531,dynamax-crystal-cyg7796,49,20,,,★Cyg7796,,
1532,dynamax-crystal-cyg8301,49,20,,,★Cyg8301,,
1533,dynamax-crystal-cyg7949,49,20,,,★Cyg7949,,
1534,dynamax-crystal-cyg7528,49,20,,,★Cyg7528,,
1535,dynamax-crystal-oct7228,49,20,,,★Oct7228,,
1536,dynamax-crystal-col1956,49,20,,,★Col1956,,
1537,dynamax-crystal-col2040,49,20,,,★Col2040,,
1538,dynamax-crystal-col2177,49,20,,,★Col2177,,
1539,dynamax-crystal-gem2990,49,20,,,★Gem2990,,
1540,dynamax-crystal-gem2891,49,20,,,★Gem2891,,
1541,dynamax-crystal-gem2421,49,20,,,★Gem2421,,
1542,dynamax-crystal-gem2473,49,20,,,★Gem2473,,
1543,dynamax-crystal-gem2216,49,20,,,★Gem2216,,
1544,dynamax-crystal-gem2777,49,20,,,★Gem2777,,
1545,dynamax-crystal-gem2650,49,20,,,★Gem2650,,
1546,dynamax-crystal-gem2286,49,20,,,★Gem2286,,
1547,dynamax-crystal-gem2484,49,20,,,★Gem2484,,
1548,dynamax-crystal-gem2930,49,20,,,★Gem2930,,
1549,dynamax-crystal-peg8775,49,20,,,★Peg8775,,
1550,dynamax-crystal-peg8781,49,20,,,★Peg8781,,
1551,dynamax-crystal-peg39,49,20,,,★Peg39,,
1552,dynamax-crystal-peg8308,49,20,,,★Peg8308,,
1553,dynamax-crystal-peg8650,49,20,,,★Peg8650,,
1554,dynamax-crystal-peg8634,49,20,,,★Peg8634,,
1555,dynamax-crystal-peg8684,49,20,,,★Peg8684,,
1556,dynamax-crystal-peg8450,49,20,,,★Peg8450,,
1557,dynamax-crystal-peg8880,49,20,,,★Peg8880,,
1558,dynamax-crystal-peg8905,49,20,,,★Peg8905,,
1559,dynamax-crystal-oph6556,49,20,,,★Oph6556,,
1560,dynamax-crystal-oph6378,49,20,,,★Oph6378,,
1561,dynamax-crystal-oph6603,49,20,,,★Oph6603,,
1562,dynamax-crystal-oph6149,49,20,,,★Oph6149,,
1563,dynamax-crystal-oph6056,49,20,,,★Oph6056,,
1564,dynamax-crystal-oph6075,49,20,,,★Oph6075,,
1565,dynamax-crystal-ser5854,49,20,,,★Ser5854,,
1566,dynamax-crystal-ser7141,49,20,,,★Ser7141,,
1567,dynamax-crystal-ser5879,49,20,,,★Ser5879,,
1568,dynamax-crystal-her6406,49,20,,,★Her6406,,
1569,dynamax-crystal-her6148,49,20,,,★Her6148,,
1570,dynamax-crystal-her6410,49,20,,,★Her6410,,
1571,dynamax-crystal-her6526,49,20,,,★Her6526,,
1572,dynamax-crystal-her6117,49,20,,,★Her6117,,
1573,dynamax-crystal-her6008,49,20,,,★Her6008,,
1574,dynamax-crystal-per936,49,20,,,★Per936,,
1575,dynamax-crystal-per1017,49,20,,,★Per1017,,
1576,dynamax-crystal-per1131,49,20,,,★Per1131,,
1577,dynamax-crystal-per1228,49,20,,,★Per1228,,
1578,dynamax-crystal-per834,49,20,,,★Per834,,
1579,dynamax-crystal-per941,49,20,,,★Per941,,
1580,dynamax-crystal-phe99,49,20,,,★Phe99,,
1581,dynamax-crystal-phe338,49,20,,,★Phe338,,
1582,dynamax-crystal-vel3634,49,20,,,★Vel3634,,
1583,dynamax-crystal-vel3485,49,20,,,★Vel3485,,
1584,dynamax-crystal-vel3734,49,20,,,★Vel3734,,
1585,dynamax-crystal-aqr8232,49,20,,,★Aqr8232,,
1586,dynamax-crystal-aqr8414,49,20,,,★Aqr8414,,
1587,dynamax-crystal-aqr8709,49,20,,,★Aqr8709,,
1588,dynamax-crystal-aqr8518,49,20,,,★Aqr8518,,
1589,dynamax-crystal-aqr7950,49,20,,,★Aqr7950,,
1590,dynamax-crystal-aqr8499,49,20,,,★Aqr8499,,
1591,dynamax-crystal-aqr8610,49,20,,,★Aqr8610,,
1592,dynamax-crystal-aqr8264,49,20,,,★Aqr8264,,
1593,dynamax-crystal-cru4853,49,20,,,★Cru4853,,
1594,dynamax-crystal-cru4730,49,20,,,★Cru4730,,
1595,dynamax-crystal-cru4763,49,20,,,★Cru4763,,
1596,dynamax-crystal-cru4700,49,20,,,★Cru4700,,
1597,dynamax-crystal-cru4656,49,20,,,★Cru4656,,
1598,dynamax-crystal-psa8728,49,20,,,★PsA8728,,
1599,dynamax-crystal-tra6217,49,20,,,★TrA6217,,
1600,dynamax-crystal-cap7776,49,20,,,★Cap7776,,
1601,dynamax-crystal-cap7754,49,20,,,★Cap7754,,
1602,dynamax-crystal-cap8278,49,20,,,★Cap8278,,
1603,dynamax-crystal-cap8322,49,20,,,★Cap8322,,
1604,dynamax-crystal-cap7773,49,20,,,★Cap7773,,
1605,dynamax-crystal-sge7479,49,20,,,★Sge7479,,
1606,dynamax-crystal-car2326,49,20,,,★Car2326,,
1607,dynamax-crystal-car3685,49,20,,,★Car3685,,
1608,dynamax-crystal-car3307,49,20,,,★Car3307,,
1609,dynamax-crystal-car3699,49,20,,,★Car3699,,
1610,dynamax-crystal-dra5744,49,20,,,★Dra5744,,
1611,dynamax-crystal-dra5291,49,20,,,★Dra5291,,
1612,dynamax-crystal-dra6705,49,20,,,★Dra6705,,
1613,dynamax-crystal-dra6536,49,20,,,★Dra6536,,
1614,dynamax-crystal-dra7310,49,20,,,★Dra7310,,
1615,dynamax-crystal-dra6688,49,20,,,★Dra6688,,
1616,dynamax-crystal-dra4434,49,20,,,★Dra4434,,
1617,dynamax-crystal-dra6370,49,20,,,★Dra6370,,
1618,dynamax-crystal-dra7462,49,20,,,★Dra7462,,
1619,dynamax-crystal-dra6396,49,20,,,★Dra6396,,
1620,dynamax-crystal-dra6132,49,20,,,★Dra6132,,
1621,dynamax-crystal-dra6636,49,20,,,★Dra6636,,
1622,dynamax-crystal-cvn4915,49,20,,,★CVn4915,,
1623,dynamax-crystal-cvn4785,49,20,,,★CVn4785,,
1624,dynamax-crystal-cvn4846,49,20,,,★CVn4846,,
1625,dynamax-crystal-aql7595,49,20,,,★Aql7595,,
1626,dynamax-crystal-aql7557,49,20,,,★Aql7557,,
1627,dynamax-crystal-aql7525,49,20,,,★Aql7525,,
1628,dynamax-crystal-aql7602,49,20,,,★Aql7602,,
1629,dynamax-crystal-aql7235,49,20,,,★Aql7235,,
1630,max-honey,29,4000,30,,Max Honey,,
1631,max-mushrooms,1,6000,30,,Max Mushrooms,,
1632,galarica-twig,9,20,30,,Galarica Twig,,
1633,galarica-cuff,9,3000,30,,Galarica Cuff,,
1634,style-card,21,0,,,Style Card,,
1635,armor-pass,22,0,,,Armor Pass,,
1636,rotom-bike--sparkling-white,23,0,,,Rotom Bike,,
1637,rotom-bike--glistening-black,23,0,,,Rotom Bike,,
1638,exp-charm,21,0,,,Exp. Charm,,
1639,armorite-ore,9,20,30,,Armorite Ore,,
1640,mark-charm,21,0,,,Mark Charm,,
1641,reins-of-unity--merge,23,0,,,Reins of Unity,,
1642,reins-of-unity--split,23,0,,,Reins of Unity,,
1643,galarica-wreath,9,3000,30,,Galarica Wreath,,
1644,legendary-clue-1,22,0,,,Legendary Clue 1,,
1645,legendary-clue-2,22,0,,,Legendary Clue 2,,
1646,legendary-clue-3,22,0,,,Legendary Clue 3,,
1647,legendary-clue-question,22,0,,,Legendary Clue?,,
1648,crown-pass,22,0,,,Crown Pass,,
